2299,0
2300,0
2301,0
2302,0
2303,0
2304,0
2305,0
2306,0
2307,0
2308,0
2309,0
2310,0
2311,0
2312,0
2313,0
2314,0
2315,0
2316,0
2317,0
2318,0
2319,0
2320,0
2321,0
2322,0
2323,0
2324,0
2325,0
2326,0
2327,0
2328,0
2329,0
2330,0
2331,0
2332,0
2333,0
2334,0
2335,0
2336,0
2337,0
2338,0
2339,0
2340,0
2341,0
2342,0
2343,0
2344,0
2345,0
2346,0
2347,0
2348,0
2349,0
2350,0
2351,0
2352,0
2353,0
2354,0
2355,0
2356,0
2357,0
2358,0
2359,0
2360,0
2361,0
2362,0
2363,0
2364,0
2365,0
2366,0
2367,0
2368,0
2369,0
2370,0
2371,0
2372,0
2373,0
2374,0
2375,0
2376,0
2377,0
2378,0
2379,0
2380,0
2381,0
2382,0
2383,0
2384,0
2385,0
2386,0
2387,0
2388,0
2389,0
2390,0
2391,0
2392,0
2393,0
2394,0
2395,0
2396,0
2397,0
2398,0
2399,0
2400,64
2401,220
2402,450
2403,793
2404,1249
2405,1784
2406,2441
2407,3201
2408,4172
2409,5366
2410,6731
2411,8424
2412,10227
2413,12169
2414,14466
2415,16872
2416,19488
2417,22405
2418,25687
2419,29059
2420,32583
2421,36420
2422,40379
2423,44544
2424,48923
2425,53446
2426,58331
2427,63493
2428,68621
2429,74029
2430,79684
2431,85554
2432,91598
2433,98040
2434,104674
2435,111423
2436,118341
2437,125378
2438,132585
2439,140249
2440,147947
2441,156107
2442,164369
2443,172714
2444,181338
2445,190211
2446,199304
2447,208673
2448,218293
2449,228273
2450,238397
2451,248557
2452,259036
2453,269862
2454,280677
2455,292008
2456,303525
2457,315187
2458,327516
2459,339815
2460,352163
2461,364718
2462,377627
2463,390925
2464,404478
2465,418315
2466,432336
2467,446480
2468,460842
2469,475864
2470,490849
2471,506018
2472,521471
2473,537032
2474,552887
2475,568948
2476,585397
2477,602302
2478,619379
2479,636768
2480,654370
2481,672285
2482,690697
2483,709348
2484,728477
2485,747373
2486,766712
2487,786414
2488,806568
2489,826636
2490,847164
2491,868169
2492,889227
2493,910581
2494,932224
2495,954541
2496,977021
2497,999592
2498,1022688
2499,1045866
2500,1068869
2501,1092042
2502,1114857
2503,1137401
2504,1159732
2505,1182008
2506,1203942
2507,1225438
2508,1247029
2509,1268435
2510,1289876
2511,1310942
2512,1331608
2513,1352197
2514,1372410
2515,1392687
2516,1413014
2517,1432743
2518,1452236
2519,1471991
2520,1491165
2521,1510491
2522,1529497
2523,1548496
2524,1567347
2525,1585725
2526,1604138
2527,1622078
2528,1639957
2529,1657466
2530,1674783
2531,1692119
2532,1709190
2533,1725802
2534,1742655
2535,1759147
2536,1775303
2537,1791835
2538,1807798
2539,1823877
2540,1839525
2541,1855199
2542,1870908
2543,1886742
2544,1902080
2545,1917102
2546,1932232
2547,1947005
2548,1961645
2549,1976099
2550,1990437
2551,2004800
2552,2018906
2553,2033091
2554,2047064
2555,2061067
2556,2074545
2557,2088240
2558,2101619
2559,2114920
2560,2128102
2561,2141227
2562,2154187
2563,2166998
2564,2179752
2565,2192321
2566,2204831
2567,2217146
2568,2229202
2569,2241296
2570,2253151
2571,2265052
2572,2276656
2573,2288264
2574,2299873
2575,2311360
2576,2322900
2577,2334098
2578,2345317
2579,2356295
2580,2367106
2581,2377894
2582,2388341
2583,2399060
2584,2409557
2585,2419911
2586,2430430
2587,2440649
2588,2450665
2589,2460546
2590,2470470
2591,2480193
2592,2489836
2593,2499578
2594,2509370
2595,2518708
2596,2528134
2597,2537208
2598,2546626
2599,2555679
2600,2564658
2601,2573414
2602,2582346
2603,2591000
2604,2599535
2605,2608165
2606,2616743
2607,2625299
2608,2633698
2609,2641940
2610,2650073
2611,2658287
2612,2666411
2613,2674371
2614,2682339
2615,2690038
2616,2697777
2617,2705322
2618,2712784
2619,2720341
2620,2727573
2621,2735120
2622,2742355
2623,2749616
2624,2756805
2625,2763850
2626,2770831
2627,2777844
2628,2784879
2629,2791745
2630,2798339
2631,2804944
2632,2811610
2633,2818017
2634,2824839
2635,2831279
2636,2837742
2637,2844322
2638,2850785
2639,2856982
2640,2863229
2641,2869238
2642,2875200
2643,2881168
2644,2887058
2645,2892978
2646,2898904
2647,2904678
2648,2910381
2649,2916012
2650,2921418
2651,2927027
2652,2932604
2653,2937998
2654,2943386
2655,2948533
2656,2953914
2657,2959409
2658,2964693
2659,2969598
2660,2974664
2661,2979550
2662,2984443
2663,2989129
2664,2994205
2665,2998884
2666,3003442
2667,3007936
2668,3012213
2669,3016681
2670,3020904
2671,3025198
2672,3029684
2673,3033973
2674,3038339
2675,3042449
2676,3046811
2677,3050803
2678,3054877
2679,3058909
2680,3062817
2681,3066964
2682,3070929
2683,3074817
2684,3078713
2685,3082581
2686,3086458
2687,3090061
2688,3093638
2689,3097238
2690,3100775
2691,3104280
2692,3107832
2693,3111414
2694,3114876
2695,3118387
2696,3121680
2697,3124796
2698,3128033
2699,3131437
2700,3134755
2701,3138029
2702,3141104
2703,3144171
2704,3147321
2705,3150242
2706,3153234
2707,3156184
2708,3159101
2709,3161854
2710,3164561
2711,3167440
2712,3170174
2713,3172975
2714,3175719
2715,3178397
2716,3180968
2717,3183726
2718,3186351
2719,3189051
2720,3191604
2721,3194126
2722,3196729
2723,3199100
2724,3201590
2725,3203995
2726,3206383
2727,3208739
2728,3210982
2729,3213216
2730,3215566
2731,3217789
2732,3220054
2733,3222265
2734,3224499
2735,3226750
2736,3228829
2737,3230994
2738,3233091
2739,3235081
2740,3237174
2741,3239255
2742,3241293
2743,3243426
2744,3245583
2745,3247555
2746,3249519
2747,3251430
2748,3253371
2749,3255233
2750,3257070
2751,3258916
2752,3260772
2753,3262586
2754,3264323
2755,3266096
2756,3267814
2757,3269516
2758,3271310
2759,3272897
2760,3274504
2761,3276134
2762,3277709
2763,3279247
2764,3280855
2765,3282485
2766,3284188
2767,3285744
2768,3287317
2769,3288825
2770,3290259
2771,3291652
2772,3292967
2773,3294337
2774,3295747
2775,3297099
2776,3298613
2777,3299916
2778,3301394
2779,3302711
2780,3303993
2781,3305301
2782,3306775
2783,3308066
2784,3309343
2785,3310540
2786,3311703
2787,3312913
2788,3314052
2789,3315318
2790,3316660
2791,3317873
2792,3319001
2793,3320156
2794,3321310
2795,3322490
2796,3323498
2797,3324661
2798,3325688
2799,3326734
2800,3327709
2801,3328848
2802,3330006
2803,3331140
2804,3332151
2805,3333214
2806,3334278
2807,3335313
2808,3336392
2809,3337411
2810,3338430
2811,3339477
2812,3340578
2813,3341714
2814,3342864
2815,3343986
2816,3345158
2817,3346344
2818,3347488
2819,3348636
2820,3349699
2821,3350830
2822,3352082
2823,3353256
2824,3354400
2825,3355573
2826,3356853
2827,3357905
2828,3359161
2829,3360310
2830,3361480
2831,3362751
2832,3363997
2833,3365257
2834,3366586
2835,3367877
2836,3369129
2837,3370449
2838,3371747
2839,3373096
2840,3374273
2841,3375554
