2950,Qe1#,Queen,e1,Black,Not Capture,Not Promotion
2951,Qg7#,Queen,g7,Black,Not Capture,Not Promotion
2953,Qg3#,Queen,g3,Black,Not Capture,Not Promotion
2960,Qxe6#,Queen,e6,White,Capture,Not Promotion
2964,Qxg7#,Queen,g7,White,Capture,Not Promotion
2968,Rc1#,Rook,c1,Black,Not Capture,Not Promotion
2970,Qc2#,Queen,c2,Black,Not Capture,Not Promotion
2972,e1=Q#,Pawn,e1,Black,Not Capture,Promotion
2978,Qg4#,Queen,g4,Black,Not Capture,Not Promotion
2986,Bf6#,Bishop,f6,White,Not Capture,Not Promotion
2988,Rh3#,Rook,h3,White,Not Capture,Not Promotion
2989,Rh1#,Rook,h1,Black,Not Capture,Not Promotion
