1719,Rc8#,Rook,c8,White,Not Capture,Not Promotion,2465,2521
1721,Qb2#,Queen,b2,White,Not Capture,Not Promotion,2480,2589
1751,Qg4#,Queen,g4,Black,Not Capture,Not Promotion,2522,2550
1755,Qe6#,Queen,e6,White,Not Capture,Not Promotion,2492,2500
1770,Qd3#,Queen,d3,Black,Not Capture,Not Promotion,2324,2828
1771,Qxh5#,Queen,h5,White,Capture,Not Promotion,2543,2595
1781,Qg7#,Queen,g7,White,Not Capture,Not Promotion,2506,2590
1783,g8=Q#,Pawn,g8,White,Not Capture,Promotion,2387,2810
1798,Qe7#,Queen,e7,White,Not Capture,Not Promotion,2597,2601
1812,Qh6#,Queen,h6,White,Not Capture,Not Promotion,2541,2574
1813,Qxg7#,Queen,g7,White,Capture,Not Promotion,2835,2859
1818,Qxf6#,Queen,f6,White,Capture,Not Promotion,2622,3032
1836,Rc1#,Rook,c1,Black,Not Capture,Not Promotion,2532,2550
1842,Rh2#,Rook,h2,Black,Not Capture,Not Promotion,2443,2625
1845,Qbb8#,Queen,b8,Black,Not Capture,Not Promotion,2534,2592
1851,Rh1#,Rook,h1,Black,Not Capture,Not Promotion,2612,2815
1859,Qg2#,Queen,g2,Black,Not Capture,Not Promotion,2443,2503
1876,Qxg2#,Queen,g2,Black,Capture,Not Promotion,2514,2602
1887,Qe7#,Queen,e7,White,Not Capture,Not Promotion,2440,2604
1896,Qxf2#,Queen,f2,Black,Capture,Not Promotion,2562,2568
1900,Qef7#,Queen,f7,White,Not Capture,Not Promotion,2593,2650
1901,Rxd8#,Rook,d8,White,Capture,Not Promotion,2562,2653
1904,Nf3#,Knight,f3,Black,Not Capture,Not Promotion,2856,3008
1911,Ra6#,Rook,a6,Black,Not Capture,Not Promotion,2475,2503
1916,Qa2#,Queen,a2,Black,Not Capture,Not Promotion,2437,2607
1922,g8=Q#,Pawn,g8,White,Not Capture,Promotion,2755,2804
1934,Qg3#,Queen,g3,Black,Not Capture,Not Promotion,2412,2600
1942,Rd8#,Rook,d8,White,Not Capture,Not Promotion,2363,2515
1949,Qg2#,Queen,g2,Black,Not Capture,Not Promotion,2523,2575
1953,Qh1#,Queen,h1,White,Not Capture,Not Promotion,2332,2815
1954,Rh8#,Rook,h8,Black,Not Capture,Not Promotion,2393,2508
1956,Qf2#,Queen,f2,Black,Not Capture,Not Promotion,2656,2769
1958,Qd6#,Queen,d6,White,Not Capture,Not Promotion,2439,2524
1968,Bf3#,Bishop,f3,White,Not Capture,Not Promotion,2483,2589
2010,Qg7#,Queen,g7,White,Not Capture,Not Promotion,2508,2517
2035,Qf3#,Queen,f3,White,Not Capture,Not Promotion,2488,2717
2037,Ra8#,Rook,a8,White,Not Capture,Not Promotion,2425,2616
2047,Qxg2#,Queen,g2,Black,Capture,Not Promotion,2386,2546
2050,Qxg6#,Queen,g6,Black,Capture,Not Promotion,2704,2724
2052,Qh4#,Queen,h4,White,Not Capture,Not Promotion,2382,2504
2055,Qa5#,Queen,a5,Black,Not Capture,Not Promotion,2490,2517
2074,Qh7#,Queen,h7,White,Not Capture,Not Promotion,2444,2593
2085,Qe5#,Queen,e5,White,Not Capture,Not Promotion,2500,2536
2090,Qg2#,Queen,g2,White,Not Capture,Not Promotion,2338,2608
2093,Rc8#,Rook,c8,White,Not Capture,Not Promotion,2540,2702
2106,Qxg3#,Queen,g3,Black,Capture,Not Promotion,2522,2544
2114,Qgc1#,Queen,c1,Black,Not Capture,Not Promotion,2415,2606
2117,Re8#,Rook,e8,White,Not Capture,Not Promotion,2594,2681
2118,Qf7#,Queen,f7,White,Not Capture,Not Promotion,2594,2841
2121,Rd1#,Rook,d1,White,Not Capture,Not Promotion,2448,2535
2125,Qe2#,Queen,e2,Black,Not Capture,Not Promotion,2392,2816
2138,Qd7#,Queen,d7,White,Not Capture,Not Promotion,2447,2547
2139,Qh2#,Queen,h2,Black,Not Capture,Not Promotion,2551,2609
2140,Ra8#,Rook,a8,White,Not Capture,Not Promotion,2355,2540
2142,Rh6#,Rook,h6,White,Not Capture,Not Promotion,2334,2612
2173,Qe8#,Queen,e8,White,Not Capture,Not Promotion,2333,2528
2183,Rb7#,Rook,b7,White,Not Capture,Not Promotion,2449,2519
2191,Rg8#,Rook,g8,White,Not Capture,Not Promotion,2420,2515
2196,Rh2#,Rook,h2,Black,Not Capture,Not Promotion,2408,2521
2211,Ng3#,Knight,g3,Black,Not Capture,Not Promotion,2559,2591
2228,Rg7#,Rook,g7,White,Not Capture,Not Promotion,2474,2526
2257,Qxd8#,Queen,d8,White,Capture,Not Promotion,2622,2697
2264,Qxg3#,Queen,g3,Black,Capture,Not Promotion,2460,2562
2270,Qxg7#,Queen,g7,White,Capture,Not Promotion,2490,2587
2273,Qxf2#,Queen,f2,Black,Capture,Not Promotion,2532,2596
2282,Rh1#,Rook,h1,Black,Not Capture,Not Promotion,2346,2534
2292,Rh5#,Rook,h5,Black,Not Capture,Not Promotion,2573,2726
2306,f8=Q#,Pawn,f8,White,Not Capture,Promotion,2401,2558
2319,Qxg2#,Queen,g2,Black,Capture,Not Promotion,2521,2613
2324,Qd3#,Queen,d3,Black,Not Capture,Not Promotion,2476,2607
2332,Qh5#,Queen,h5,White,Not Capture,Not Promotion,2613,2616
2339,Qg2#,Queen,g2,Black,Not Capture,Not Promotion,2426,2505
2346,h4#,Pawn,h4,Black,Not Capture,Not Promotion,2436,2595
2356,Qg3#,Queen,g3,Black,Not Capture,Not Promotion,2461,2588
2357,Qg2#,Queen,g2,Black,Not Capture,Not Promotion,2386,2544
2358,Qh8#,Queen,h8,White,Not Capture,Not Promotion,2468,2524
2359,Qh5#,Queen,h5,White,Not Capture,Not Promotion,2659,2929
2361,Rh5#,Rook,h5,White,Not Capture,Not Promotion,2448,2626
2362,Qd7#,Queen,d7,White,Not Capture,Not Promotion,2584,2664
2366,Rh6#,Rook,h6,White,Not Capture,Not Promotion,2727,2770
2368,Rf8#,Rook,f8,White,Not Capture,Not Promotion,2513,2531
2369,Rd3#,Rook,d3,Black,Not Capture,Not Promotion,2586,2845
2384,Qe7#,Queen,e7,White,Not Capture,Not Promotion,2374,2555
2392,Nh3#,Knight,h3,Black,Not Capture,Not Promotion,2442,2503
2396,Rxg7#,Rook,g7,White,Capture,Not Promotion,2654,2710
2423,Qd1#,Queen,d1,Black,Not Capture,Not Promotion,2602,2703
2424,Rxf1#,Rook,f1,Black,Capture,Not Promotion,2564,2640
2425,Rh7#,Rook,h7,White,Not Capture,Not Promotion,2439,2517
2429,Qd1#,Queen,d1,Black,Not Capture,Not Promotion,2434,2553
2436,Qxf7#,Queen,f7,White,Capture,Not Promotion,2484,2591
2444,exf1=Q#,Pawn,f1,Black,Capture,Promotion,2426,2598
2445,Qc1#,Queen,c1,White,Not Capture,Not Promotion,2475,2530
2446,Ra8#,Rook,a8,White,Not Capture,Not Promotion,2551,2655
2461,Qe1#,Queen,e1,Black,Not Capture,Not Promotion,2326,2500
2474,Rg1#,Rook,g1,White,Not Capture,Not Promotion,2593,2748
2476,Qdc2#,Queen,c2,White,Not Capture,Not Promotion,2421,2543
2480,Qh5#,Queen,h5,White,Not Capture,Not Promotion,2409,2504
2482,Be4#,Bishop,e4,White,Not Capture,Not Promotion,2497,2587
2491,Qc8#,Queen,c8,Black,Not Capture,Not Promotion,2828,2828
2493,Qf2#,Queen,f2,Black,Not Capture,Not Promotion,2453,2530
2494,Qg5#,Queen,g5,Black,Not Capture,Not Promotion,2485,2588
2495,Qc8#,Queen,c8,White,Not Capture,Not Promotion,2399,2577
2498,Re1#,Rook,e1,Black,Not Capture,Not Promotion,2643,2653
2501,Ra7#,Rook,a7,White,Not Capture,Not Promotion,2444,2553
2508,Qg7#,Queen,g7,White,Not Capture,Not Promotion,2389,2510
2509,Qxf2#,Queen,f2,Black,Capture,Not Promotion,2416,2538
2511,Qg8#,Queen,g8,White,Not Capture,Not Promotion,2660,2679
2520,Qxf6#,Queen,f6,White,Capture,Not Promotion,2474,2572
2523,Qxh3#,Queen,h3,Black,Capture,Not Promotion,2592,2849
2526,Bxf5#,Bishop,f5,White,Capture,Not Promotion,2822,2835
2533,Qh3#,Queen,h3,White,Not Capture,Not Promotion,2481,2530
2534,Qg4#,Queen,g4,White,Not Capture,Not Promotion,2491,2772
2558,Re8#,Rook,e8,White,Not Capture,Not Promotion,2486,2574
2559,Rxe8#,Rook,e8,White,Capture,Not Promotion,2553,2578
